State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Maryland,A&N Electric Cooperatve,2020,July,0,,
Maryland,A&N Electric Cooperatve,2020,August,0,,
Maryland,A&N Electric Cooperatve,2020,September,0,,
Maryland,A&N Electric Cooperatve,2020,October,0,,
Maryland,A&N Electric Cooperatve,2020,November,0,,
Maryland,A&N Electric Cooperatve,2020,December,0,,
Maryland,A&N Electric Cooperatve,2021,January,0,,
Maryland,A&N Electric Cooperatve,2021,February,0,,
Maryland,A&N Electric Cooperatve,2021,March,0,,
Maryland,A&N Electric Cooperatve,2021,April,0,,
Maryland,A&N Electric Cooperatve,2021,May,0,,
Maryland,A&N Electric Cooperatve,2021,June,0,,
Maryland,A&N Electric Cooperatve,2021,July,0,,
Maryland,A&N Electric Cooperatve,2021,August,0,,
Maryland,A&N Electric Cooperatve,2021,September,0,,
Maryland,A&N Electric Cooperatve,2021,October,0,,
Maryland,A&N Electric Cooperatve,2021,November,0,,
Maryland,A&N Electric Cooperatve,2021,December,0,,
Maryland,Artesan Water Maryland,2020,September,0,,
Maryland,Artesan Water Maryland,2020,October,0,,
Maryland,Artesan Water Maryland,2020,November,0,,
Maryland,Artesan Water Maryland,2020,December,0,,
Maryland,Artesan Water Maryland,2021,January,0,,
Maryland,Artesan Water Maryland,2021,February,0,,
Maryland,Artesan Water Maryland,2021,March,68,,
Maryland,Artesan Water Maryland,2021,April,0,,
Maryland,Artesan Water Maryland,2021,May,69,,
Maryland,Artesan Water Maryland,2021,June,2,,
Maryland,Artesan Water Maryland,2021,July,0,,
Maryland,Artesan Water Maryland,2021,August,63,,
Maryland,Artesan Water Maryland,2021,September,0,,
Maryland,Artesan Water Maryland,2021,October,0,,
Maryland,Artesan Water Maryland,2021,November,11,,
Maryland,Artesan Water Maryland,2021,December,47,,
Maryland,Artesan Water Maryland,2022,January,0,,
Maryland,Artesan Water Maryland,2022,February,59,,
Maryland,Artesan Water Maryland,2022,March,24,,
Maryland,Artesan Water Maryland,2022,April,4,,
Maryland,Artesan Water Maryland,2022,May,48,,
Maryland,Artesan Water Maryland,2022,June,6,,
Maryland,Artesan Water Maryland,2022,July,0,,
Maryland,Artesan Water Maryland,2022,August,52,,
Maryland,Baltimore Gas & Electric Company,2020,September,0,1244087,0
Maryland,Baltimore Gas & Electric Company,2020,October,0,1253146,0
Maryland,Baltimore Gas & Electric Company,2020,November,0,1252918,0
Maryland,Baltimore Gas & Electric Company,2020,December,0,1252551,0
Maryland,Baltimore Gas & Electric Company,2021,January,65,1254240,5.18E-05
Maryland,Baltimore Gas & Electric Company,2021,February,122,1255364,9.72E-05
Maryland,Baltimore Gas & Electric Company,2021,March,316,1256223,0.000251548
Maryland,Baltimore Gas & Electric Company,2021,April,3573,1258791,0.002838438
Maryland,Baltimore Gas & Electric Company,2021,May,3840,,
Maryland,Baltimore Gas & Electric Company,2021,June,3573,1265527,0.00282333
Maryland,Baltimore Gas & Electric Company,2021,July,2740,1267893,0.002161066
Maryland,Baltimore Gas & Electric Company,2021,August,1915,1269092,0.001508953
Maryland,Baltimore Gas & Electric Company,2021,September,2344,1268525,0.001847815
Maryland,Baltimore Gas & Electric Company,2021,October,3648,1267617,0.002877841
Maryland,Baltimore Gas & Electric Company,2021,November,3155,1266364,0.002491385
Maryland,Baltimore Gas & Electric Company,2021,December,2660,1266364,0.002100502
Maryland,Baltimore Gas & Electric Company,2022,January,983,1264231,0.000777548
Maryland,Baltimore Gas & Electric Company,2022,February,2209,1265536,0.001745505
Maryland,Baltimore Gas & Electric Company,2022,March,2978,1266582,0.00235121
Maryland,Baltimore Gas & Electric Company,2022,April,5549,1268886,0.004373127
Maryland,Baltimore Gas & Electric Company,2022,May,6604,1272938,0.005187998
Maryland,Baltimore Gas & Electric Company,2022,June,9402,1277998,0.007356819
Maryland,Baltimore Gas & Electric Company,2022,July,8000,1280126,0.006249385
Maryland,Baltimore Gas & Electric Company,2022,August,9733,1284429,0.007577686
Maryland,Baltimore Gas and Electric Company,2020,January,3452,,
Maryland,Baltimore Gas and Electric Company,2020,February,2933,,
Maryland,Baltimore Gas and Electric Company,2020,March,1517,,
Maryland,Baltimore Gas and Electric Company,2020,April,0,,
Maryland,Baltimore Gas and Electric Company,2020,May,0,,
Maryland,Baltimore Gas and Electric Company,2020,June,0,,
Maryland,Baltimore Gas and Electric Company,2020,July,0,,
Maryland,Baltimore Gas and Electric Company,2020,August,0,,
Maryland,Baltimore Gas and Electric Company,2020,September,0,,
Maryland,Baltimore Gas and Electric Company,2020,October,0,,
Maryland,Baltimore Gas and Electric Company,2020,November,0,,
Maryland,Baltimore Gas and Electric Company,2020,December,0,,
Maryland,Baltimore Gas and Electric Company,2021,January,129,,
Maryland,Baltimore Gas and Electric Company,2021,February,122,,
Maryland,Baltimore Gas and Electric Company,2021,March,316,,
Maryland,Baltimore Gas and Electric Company,2021,April,3573,,
Maryland,Baltimore Gas and Electric Company,2021,May,3840,,
Maryland,Baltimore Gas and Electric Company,2021,June,3404,,
Maryland,Baltimore Gas and Electric Company,2021,July,2740,,
Maryland,Baltimore Gas and Electric Company,2021,August,1915,,
Maryland,Baltimore Gas and Electric Company,2021,September,2344,,
Maryland,Baltimore Gas and Electric Company,2021,October,3648,,
Maryland,Baltimore Gas and Electric Company,2021,November,3155,,
Maryland,Baltimore Gas and Electric Company,2021,December,2660,,
Maryland,Chesapeake Elkton Gas,2020,September,0,,
Maryland,Chesapeake Elkton Gas,2020,October,0,,
Maryland,Chesapeake Elkton Gas,2020,November,0,,
Maryland,Chesapeake Elkton Gas,2020,December,0,,
Maryland,Chesapeake Elkton Gas,2021,January,0,,
Maryland,Chesapeake Elkton Gas,2021,February,0,,
Maryland,Chesapeake Elkton Gas,2021,March,0,,
Maryland,Chesapeake Elkton Gas,2021,May,10,,
Maryland,Chesapeake Elkton Gas,2021,June,56,,
Maryland,Chesapeake Elkton Gas,2021,August,7,,
Maryland,Chesapeake Elkton Gas,2021,September,130,,
Maryland,Chesapeake Elkton Gas,2021,October,24,,
Maryland,Chesapeake Elkton Gas,2021,December,0,,
Maryland,Chesapeake Elkton Gas,2022,January,0,,
Maryland,Chesapeake Elkton Gas,2022,March,0,,
Maryland,Chesapeake Elkton Gas,2022,April,56,,
Maryland,Chesapeake Elkton Gas,2022,May,0,,
Maryland,Chesapeake Elkton Gas,2022,July,2,,
Maryland,Chesapeake-Maryland Utilities,2020,September,0,,
Maryland,Chesapeake-Maryland Utilities,2020,October,0,,
Maryland,Chesapeake-Maryland Utilities,2020,November,0,,
Maryland,Chesapeake-Maryland Utilities,2020,December,0,,
Maryland,Chesapeake-Maryland Utilities,2021,January,0,,
Maryland,Chesapeake-Maryland Utilities,2021,February,0,,
Maryland,Chesapeake-Maryland Utilities,2021,March,0,,
Maryland,Chesapeake-Maryland Utilities,2021,May,234,,
Maryland,Chesapeake-Maryland Utilities,2021,June,86,,
Maryland,Chesapeake-Maryland Utilities,2021,August,166,,
Maryland,Chesapeake-Maryland Utilities,2021,September,104,,
Maryland,Chesapeake-Maryland Utilities,2021,October,62,,
Maryland,Chesapeake-Maryland Utilities,2021,December,0,,
Maryland,Chesapeake-Maryland Utilities,2022,January,0,,
Maryland,Chesapeake-Maryland Utilities,2022,March,0,,
Maryland,Chesapeake-Maryland Utilities,2022,April,232,,
Maryland,Chesapeake-Maryland Utilities,2022,May,140,,
Maryland,Chesapeake-Maryland Utilities,2022,July,44,,
Maryland,Choptank Electric Coop,2020,January,207,,
Maryland,Choptank Electric Coop,2020,February,204,,
Maryland,Choptank Electric Coop,2020,March,105,,
Maryland,Choptank Electric Coop,2020,April,0,,
Maryland,Choptank Electric Coop,2020,May,0,,
Maryland,Choptank Electric Coop,2020,June,0,,
Maryland,Choptank Electric Coop,2020,July,0,,
Maryland,Choptank Electric Coop,2020,August,0,,
Maryland,Choptank Electric Coop,2020,September,0,,
Maryland,Choptank Electric Coop,2020,October,,,
Maryland,Choptank Electric Coop,2020,November,,,
Maryland,Choptank Electric Coop,2020,December,,,
Maryland,Choptank Electric Coop,2021,January,,,
Maryland,Choptank Electric Coop,2021,February,,,
Maryland,Choptank Electric Coop,2021,March,,,
Maryland,Choptank Electric Coop,2021,April,,,
Maryland,Choptank Electric Coop,2021,May,,,
Maryland,Choptank Electric Coop,2021,June,,,
Maryland,Choptank Electric Coop,2021,July,,,
Maryland,Choptank Electric Coop,2021,August,,,
Maryland,Choptank Electric Coop,2021,September,,,
Maryland,Choptank Electric Coop,2021,October,,,
Maryland,Choptank Electric Coop,2021,November,,,
Maryland,Choptank Electric Coop,2021,December,,,
Maryland,Choptank Electric Cooperative,2020,November,0,,
Maryland,Choptank Electric Cooperative,2020,December,0,,
Maryland,Choptank Electric Cooperative,2021,January,5,,
Maryland,Choptank Electric Cooperative,2021,February,57,,
Maryland,Choptank Electric Cooperative,2021,March,55,,
Maryland,Choptank Electric Cooperative,2021,April,52,,
Maryland,Choptank Electric Cooperative,2021,May,57,,
Maryland,Choptank Electric Cooperative,2021,June,43,,
Maryland,Choptank Electric Cooperative,2021,July,2,,
Maryland,Choptank Electric Cooperative,2021,August,0,,
Maryland,Choptank Electric Cooperative,2021,September,0,,
Maryland,Choptank Electric Cooperative,2021,October,0,,
Maryland,Columbia Gas Of Maryland,2020,January,2,,
Maryland,Columbia Gas Of Maryland,2020,February,0,,
Maryland,Columbia Gas Of Maryland,2020,March,1,,
Maryland,Columbia Gas Of Maryland,2020,April,0,,
Maryland,Columbia Gas Of Maryland,2020,May,0,,
Maryland,Columbia Gas Of Maryland,2020,June,0,,
Maryland,Columbia Gas Of Maryland,2020,July,0,,
Maryland,Columbia Gas Of Maryland,2020,August,0,,
Maryland,Columbia Gas Of Maryland,2020,September,0,,
Maryland,Columbia Gas Of Maryland,2020,October,0,,
Maryland,Columbia Gas Of Maryland,2020,November,0,,
Maryland,Columbia Gas Of Maryland,2020,December,0,,
Maryland,Columbia Gas Of Maryland,2021,January,0,,
Maryland,Columbia Gas Of Maryland,2021,February,0,,
Maryland,Columbia Gas Of Maryland,2021,March,0,,
Maryland,Columbia Gas Of Maryland,2021,April,0,,
Maryland,Columbia Gas Of Maryland,2021,May,0,,
Maryland,Columbia Gas Of Maryland,2021,June,0,,
Maryland,Columbia Gas Of Maryland,2021,July,0,,
Maryland,Columbia Gas Of Maryland,2021,August,0,,
Maryland,Columbia Gas Of Maryland,2021,September,0,,
Maryland,Columbia Gas Of Maryland,2021,October,0,,
Maryland,Columbia Gas Of Maryland,2021,November,0,,
Maryland,Columbia Gas Of Maryland,2021,December,0,,
Maryland,Columbia Gas of Maryland,2020,September,0,,
Maryland,Columbia Gas of Maryland,2020,October,0,,
Maryland,Columbia Gas of Maryland,2020,November,0,,
Maryland,Columbia Gas of Maryland,2020,December,0,,
Maryland,Columbia Gas of Maryland,2021,January,0,,
Maryland,Columbia Gas of Maryland,2021,February,0,,
Maryland,Columbia Gas of Maryland,2021,March,0,,
Maryland,Columbia Gas of Maryland,2021,April,0,,
Maryland,Columbia Gas of Maryland,2021,May,0,,
Maryland,Columbia Gas of Maryland,2021,June,0,,
Maryland,Columbia Gas of Maryland,2021,July,0,,
Maryland,Columbia Gas of Maryland,2021,August,0,,
Maryland,Columbia Gas of Maryland,2021,September,0,,
Maryland,Columbia Gas of Maryland,2021,October,0,,
Maryland,Columbia Gas of Maryland,2021,November,0,,
Maryland,Columbia Gas of Maryland,2021,December,0,,
Maryland,Columbia Gas of Maryland,2022,January,0,,
Maryland,Columbia Gas of Maryland,2022,March,0,,
Maryland,Columbia Gas of Maryland,2022,April,0,,
Maryland,Columbia Gas of Maryland,2022,May,0,,
Maryland,Columbia Gas of Maryland,2022,July,311,,
Maryland,Columbia Gas of Maryland,2022,August,71,,
Maryland,Delmarva Power,2020,January,421,,
Maryland,Delmarva Power,2020,February,378,,
Maryland,Delmarva Power,2020,March,545,,
Maryland,Delmarva Power,2020,April,0,,
Maryland,Delmarva Power,2020,May,0,,
Maryland,Delmarva Power,2020,June,0,,
Maryland,Delmarva Power,2020,July,0,,
Maryland,Delmarva Power,2020,August,0,,
Maryland,Delmarva Power,2020,September,0,,
Maryland,Delmarva Power,2020,October,0,,
Maryland,Delmarva Power,2020,November,0,,
Maryland,Delmarva Power,2020,December,0,,
Maryland,Delmarva Power,2021,January,63,,
Maryland,Delmarva Power,2021,February,47,,
Maryland,Delmarva Power,2021,March,468,,
Maryland,Delmarva Power,2021,April,699,,
Maryland,Delmarva Power,2021,May,528,,
Maryland,Delmarva Power,2021,June,1331,,
Maryland,Delmarva Power,2021,July,265,,
Maryland,Delmarva Power,2021,August,343,,
Maryland,Delmarva Power,2021,September,199,,
Maryland,Delmarva Power,2021,October,287,,
Maryland,Delmarva Power,2021,November,205,,
Maryland,Delmarva Power,2021,December,125,,
Maryland,Delmarva Power & Light Company,2020,September,0,181174,0
Maryland,Delmarva Power & Light Company,2020,October,0,181176,0
Maryland,Delmarva Power & Light Company,2020,November,0,181138,0
Maryland,Delmarva Power & Light Company,2020,December,0,181232,0
Maryland,Delmarva Power & Light Company,2021,January,47,181393,0.000259106
Maryland,Delmarva Power & Light Company,2021,February,47,181492,0.000258965
Maryland,Delmarva Power & Light Company,2021,March,468,181603,0.00257705
Maryland,Delmarva Power & Light Company,2021,April,699,181697,0.003847064
Maryland,Delmarva Power & Light Company,2021,May,528,,
Maryland,Delmarva Power & Light Company,2021,June,699,181906,0.003842644
Maryland,Delmarva Power & Light Company,2021,July,265,182032,0.001455788
Maryland,Delmarva Power & Light Company,2021,August,434,182164,0.002382469
Maryland,Delmarva Power & Light Company,2021,September,199,182219,0.001092092
Maryland,Delmarva Power & Light Company,2021,October,287,182249,0.001574769
Maryland,Delmarva Power & Light Company,2021,November,205,182248,0.001124841
Maryland,Delmarva Power & Light Company,2021,December,125,182273,0.000685785
Maryland,Delmarva Power & Light Company,2022,January,0,182271,0
Maryland,Delmarva Power & Light Company,2022,February,0,182271,0
Maryland,Delmarva Power & Light Company,2022,March,0,182813,0
Maryland,Delmarva Power & Light Company,2022,April,0,140600,0
Maryland,Delmarva Power & Light Company,2022,May,254,183378,0.001385117
Maryland,Delmarva Power & Light Company,2022,June,381,183536,0.002075887
Maryland,Delmarva Power & Light Company,2022,July,327,183562,0.001781414
Maryland,Delmarva Power & Light Company,2022,August,327,183685,0.001780222
Maryland,Maryland American Water Company,2020,September,0,,
Maryland,Maryland American Water Company,2020,October,0,,
Maryland,Maryland American Water Company,2020,November,0,,
Maryland,Maryland American Water Company,2020,December,4,,
Maryland,Maryland American Water Company,2021,January,2,,
Maryland,Maryland American Water Company,2021,February,0,,
Maryland,Maryland American Water Company,2021,March,18,,
Maryland,Maryland American Water Company,2021,April,17,,
Maryland,Maryland American Water Company,2021,May,9,,
Maryland,Maryland American Water Company,2021,June,6,,
Maryland,Maryland American Water Company,2021,July,5,,
Maryland,Maryland American Water Company,2021,August,3,,
Maryland,Maryland American Water Company,2021,September,9,,
Maryland,Maryland American Water Company,2021,October,4,,
Maryland,Maryland American Water Company,2021,November,1,,
Maryland,Maryland American Water Company,2022,February,0,,
Maryland,Maryland American Water Company,2022,March,0,,
Maryland,Maryland American Water Company,2022,April,0,,
Maryland,Maryland American Water Company,2022,May,6,,
Maryland,Maryland American Water Company,2022,June,0,,
Maryland,Maryland American Water Company,2022,July,0,,
Maryland,Maryland American Water Company,2022,August,0,,
Maryland,Pepco Holdings Inc,2020,January,2470,,
Maryland,Pepco Holdings Inc,2020,February,2295,,
Maryland,Pepco Holdings Inc,2020,March,1935,,
Maryland,Pepco Holdings Inc,2020,April,0,,
Maryland,Pepco Holdings Inc,2020,May,0,,
Maryland,Pepco Holdings Inc,2020,June,0,,
Maryland,Pepco Holdings Inc,2020,July,0,,
Maryland,Pepco Holdings Inc,2020,August,0,,
Maryland,Pepco Holdings Inc,2020,September,0,,
Maryland,Pepco Holdings Inc,2020,October,0,,
Maryland,Pepco Holdings Inc,2020,November,0,,
Maryland,Pepco Holdings Inc,2020,December,0,,
Maryland,Pepco Holdings Inc,2021,January,298,,
Maryland,Pepco Holdings Inc,2021,February,413,,
Maryland,Pepco Holdings Inc,2021,March,468,,
Maryland,Pepco Holdings Inc,2021,April,1190,,
Maryland,Pepco Holdings Inc,2021,May,633,,
Maryland,Pepco Holdings Inc,2021,June,1331,,
Maryland,Pepco Holdings Inc,2021,July,1759,,
Maryland,Pepco Holdings Inc,2021,August,3034,,
Maryland,Pepco Holdings Inc,2021,September,2937,,
Maryland,Pepco Holdings Inc,2021,October,2870,,
Maryland,Pepco Holdings Inc,2021,November,1799,,
Maryland,Pepco Holdings Inc,2021,December,1326,,
Maryland,Potomac Edison,2020,January,36,,
Maryland,Potomac Edison,2020,February,21,,
Maryland,Potomac Edison,2020,March,10,,
Maryland,Potomac Edison,2020,April,0,,
Maryland,Potomac Edison,2020,May,0,,
Maryland,Potomac Edison,2020,June,0,,
Maryland,Potomac Edison,2020,July,0,,
Maryland,Potomac Edison,2020,August,0,,
Maryland,Potomac Edison,2020,September,0,,
Maryland,Potomac Edison,2020,October,0,,
Maryland,Potomac Edison,2020,November,0,,
Maryland,Potomac Edison,2020,December,0,,
Maryland,Potomac Edison,2021,January,0,,
Maryland,Potomac Edison,2021,February,0,,
Maryland,Potomac Edison,2021,March,0,,
Maryland,Potomac Edison,2021,April,31,,
Maryland,Potomac Edison,2021,May,13,,
Maryland,Potomac Edison,2021,June,50,,
Maryland,Potomac Edison,2021,July,37,,
Maryland,Potomac Edison,2021,August,35,,
Maryland,Potomac Edison,2021,September,35,,
Maryland,Potomac Edison,2021,October,21,,
Maryland,Potomac Edison,2021,November,0,,
Maryland,Potomac Edison,2021,December,4,,
Maryland,Potomac Edison,2022,January,0,,
Maryland,Potomac Edison,2022,February,0,,
Maryland,Potomac Edison,2022,March,0,,
Maryland,Potomac Edison,2022,April,29,,
Maryland,Potomac Edison,2022,May,22,,
Maryland,Potomac Edison,2022,June,34,,
Maryland,Potomac Edison,2022,July,29,,
Maryland,Potomac Edison,2022,August,17,,
Maryland,Potomac Electric Power Company,2020,September,0,535845,0
Maryland,Potomac Electric Power Company,2020,October,0,536656,0
Maryland,Potomac Electric Power Company,2020,November,0,537053,0
Maryland,Potomac Electric Power Company,2020,December,0,537679,0
Maryland,Potomac Electric Power Company,2021,January,225,537882,0.000418307
Maryland,Potomac Electric Power Company,2021,February,413,538283,0.000767254
Maryland,Potomac Electric Power Company,2021,March,1245,538766,0.002310836
Maryland,Potomac Electric Power Company,2021,April,1183,539114,0.002194341
Maryland,Potomac Electric Power Company,2021,May,633,,
Maryland,Potomac Electric Power Company,2021,June,1183,539511,0.002192726
Maryland,Potomac Electric Power Company,2021,July,1759,539702,0.003259206
Maryland,Potomac Electric Power Company,2021,August,3034,539771,0.005620902
Maryland,Potomac Electric Power Company,2021,September,2937,539914,0.005439755
Maryland,Potomac Electric Power Company,2021,October,2870,539897,0.005315829
Maryland,Potomac Electric Power Company,2021,November,1799,539994,0.003331518
Maryland,Potomac Electric Power Company,2021,December,1326,540646,0.002452621
Maryland,Potomac Electric Power Company,2022,January,0,540496,0
Maryland,Potomac Electric Power Company,2022,February,0,542253,0
Maryland,Potomac Electric Power Company,2022,March,0,542536,0
Maryland,Potomac Electric Power Company,2022,April,0,542683,0
Maryland,Potomac Electric Power Company,2022,May,717,543372,0.001319538
Maryland,Potomac Electric Power Company,2022,June,1659,543721,0.003051197
Maryland,Potomac Electric Power Company,2022,July,1647,543906,0.003028097
Maryland,Potomac Electric Power Company,2022,August,2327,544612,0.004272767
Maryland,Sandpiper Energy,2020,September,0,,
Maryland,Sandpiper Energy,2020,October,0,,
Maryland,Sandpiper Energy,2020,November,0,,
Maryland,Sandpiper Energy,2020,December,0,,
Maryland,Sandpiper Energy,2021,January,0,,
Maryland,Sandpiper Energy,2021,February,0,,
Maryland,Sandpiper Energy,2021,March,0,,
Maryland,Sandpiper Energy,2021,May,31,,
Maryland,Sandpiper Energy,2021,June,3,,
Maryland,Sandpiper Energy,2021,August,0,,
Maryland,Sandpiper Energy,2021,September,18,,
Maryland,Sandpiper Energy,2021,October,33,,
Maryland,Sandpiper Energy,2021,December,0,,
Maryland,Sandpiper Energy,2022,January,0,,
Maryland,Sandpiper Energy,2022,March,0,,
Maryland,Sandpiper Energy,2022,April,0,,
Maryland,Sandpiper Energy,2022,May,12,,
Maryland,Sandpiper Energy,2022,July,17,,
Maryland,Southern Maryland Electric Cooperative,2020,September,0,,
Maryland,Southern Maryland Electric Cooperative,2020,October,0,,
Maryland,Southern Maryland Electric Cooperative,2020,November,0,,
Maryland,Southern Maryland Electric Cooperative,2020,December,313,,
Maryland,Southern Maryland Electric Cooperative,2021,January,71,,
Maryland,Southern Maryland Electric Cooperative,2021,February,167,,
Maryland,Southern Maryland Electric Cooperative,2021,March,0,,
Maryland,Southern Maryland Electric Cooperative,2021,April,0,,
Maryland,Southern Maryland Electric Cooperative,2021,May,146,,
Maryland,Southern Maryland Electric Cooperative,2021,June,166,,
Maryland,Southern Maryland Electric Cooperative,2021,July,113,,
Maryland,Southern Maryland Electric Cooperative,2021,September,89,,
Maryland,Southern Maryland Electric Cooperative,2021,November,88,,
Maryland,Southern Maryland Electric Cooperative,2021,December,128,,
Maryland,Southern Maryland Electric Cooperative,2022,January,65,,
Maryland,Southern Maryland Electric Cooperative,2022,February,118,,
Maryland,Southern Maryland Electric Cooperative,2022,March,234,,
Maryland,Southern Maryland Electric Cooperative,2022,April,172,,
Maryland,Southern Maryland Electric Cooperative,2022,May,163,,
Maryland,Southern Maryland Electric Cooperative,2022,June,242,,
Maryland,Southern Maryland Electric Cooperative,2022,July,161,,
Maryland,Southern Maryland Electric Cooperative,2022,August,221,,
Maryland,UGI Central Penn Gas,2020,January,0,,
Maryland,UGI Central Penn Gas,2020,February,0,,
Maryland,UGI Central Penn Gas,2020,March,0,,
Maryland,UGI Central Penn Gas,2020,April,0,,
Maryland,UGI Central Penn Gas,2020,May,0,,
Maryland,UGI Central Penn Gas,2020,June,0,,
Maryland,UGI Central Penn Gas,2020,July,0,,
Maryland,UGI Central Penn Gas,2020,August,0,,
Maryland,UGI Central Penn Gas,2020,September,0,,
Maryland,UGI Central Penn Gas,2020,October,0,,
Maryland,UGI Central Penn Gas,2020,November,0,,
Maryland,UGI Central Penn Gas,2020,December,0,,
Maryland,UGI Central Penn Gas,2021,January,0,,
Maryland,UGI Central Penn Gas,2021,February,0,,
Maryland,UGI Central Penn Gas,2021,March,0,,
Maryland,UGI Central Penn Gas,2021,April,0,,
Maryland,UGI Central Penn Gas,2021,May,0,,
Maryland,UGI Central Penn Gas,2021,June,0,,
Maryland,UGI Central Penn Gas,2021,July,0,,
Maryland,UGI Central Penn Gas,2021,August,0,,
Maryland,UGI Central Penn Gas,2021,September,0,,
Maryland,UGI Central Penn Gas,2021,October,0,,
Maryland,UGI Central Penn Gas,2021,November,0,,
Maryland,UGI Central Penn Gas,2021,December,0,,
Maryland,UGI utilities,2020,September,0,,
Maryland,UGI utilities,2020,October,0,,
Maryland,UGI utilities,2020,November,0,,
Maryland,UGI utilities,2020,December,0,,
Maryland,UGI utilities,2021,January,0,,
Maryland,UGI utilities,2021,February,0,,
Maryland,UGI utilities,2021,March,0,,
Maryland,UGI utilities,2021,April,0,,
Maryland,UGI utilities,2021,May,0,,
Maryland,UGI utilities,2021,June,0,,
Maryland,UGI utilities,2021,July,0,,
Maryland,UGI utilities,2021,August,0,,
Maryland,UGI utilities,2021,September,0,,
Maryland,UGI utilities,2021,October,0,,
Maryland,UGI utilities,2021,November,0,,
Maryland,UGI utilities,2021,December,0,,
Maryland,UGI utilities,2022,January,0,,
Maryland,UGI utilities,2022,February,0,,
Maryland,UGI utilities,2022,March,0,,
Maryland,UGI utilities,2022,April,0,,
Maryland,UGI utilities,2022,May,0,,
Maryland,UGI utilities,2022,June,1,,
Maryland,UGI utilities,2022,July,0,,
Maryland,UGI utilities,2022,August,2,,
Maryland,Washington Gas Light Company,2020,January,215,,
Maryland,Washington Gas Light Company,2020,February,212,,
Maryland,Washington Gas Light Company,2020,March,80,,
Maryland,Washington Gas Light Company,2020,April,0,,
Maryland,Washington Gas Light Company,2020,May,0,,
Maryland,Washington Gas Light Company,2020,June,0,,
Maryland,Washington Gas Light Company,2020,July,0,,
Maryland,Washington Gas Light Company,2020,August,0,,
Maryland,Washington Gas Light Company,2020,September,0,,
Maryland,Washington Gas Light Company,2020,October,189,,
Maryland,Washington Gas Light Company,2020,November,116,,
Maryland,Washington Gas Light Company,2020,December,91,,
Maryland,Washington Gas Light Company,2021,January,135,,
Maryland,Washington Gas Light Company,2021,February,102,,
Maryland,Washington Gas Light Company,2021,March,138,,
Maryland,Washington Gas Light Company,2021,April,329,,
Maryland,Washington Gas Light Company,2021,May,1263,,
Maryland,Washington Gas Light Company,2021,June,1372,,
Maryland,Washington Gas Light Company,2021,July,1209,,
Maryland,Washington Gas Light Company,2021,August,1223,,
Maryland,Washington Gas Light Company,2021,September,253,,
Maryland,Washington Gas Light Company,2021,October,0,,
Maryland,Washington Gas Light Company,2021,November,0,,
Maryland,Washington Gas Light Company,2021,December,0,,
Maryland,Washington Gas Light Company,2022,January,0,,
Maryland,Washington Gas Light Company,2022,February,0,,
Maryland,Washington Gas Light Company,2022,March,0,,
Maryland,Washington Gas Light Company,2022,May,0,,
Maryland,Washington Gas Light Company,2022,June,0,,
Maryland,Washington Gas Light Company,2022,July,0,,
Maryland,Washington Gas Light Company,2022,August,0,,
Massachusetts,Berkshire Gas Company,2020,January,3,,
Massachusetts,Berkshire Gas Company,2020,February,0,,
Massachusetts,Berkshire Gas Company,2020,March,0,,
Massachusetts,Berkshire Gas Company,2020,April,0,,
Massachusetts,Berkshire Gas Company,2020,May,0,,
Massachusetts,Berkshire Gas Company,2020,June,0,,
Massachusetts,Berkshire Gas Company,2020,July,0,,
Massachusetts,Berkshire Gas Company,2020,August,0,,
Massachusetts,Berkshire Gas Company,2020,September,0,,
Massachusetts,Berkshire Gas Company,2020,October,0,,
Massachusetts,Berkshire Gas Company,2020,November,0,,
Massachusetts,Berkshire Gas Company,2020,December,0,,
Massachusetts,Berkshire Gas Company,2021,January,0,,
Massachusetts,Berkshire Gas Company,2021,February,0,,
Massachusetts,Berkshire Gas Company,2021,March,0,,
Massachusetts,Berkshire Gas Company,2021,April,0,,
Massachusetts,Berkshire Gas Company,2021,May,0,,
Massachusetts,Berkshire Gas Company,2021,June,0,,
Massachusetts,Berkshire Gas Company,2021,July,32,,
Massachusetts,Berkshire Gas Company,2021,August,143,,
Massachusetts,Berkshire Gas Company,2021,September,109,,
Massachusetts,Berkshire Gas Company,2021,October,133,,
Massachusetts,Berkshire Gas Company,2021,November,2,,
Massachusetts,Berkshire Gas Company,2021,December,0,,
Massachusetts,Blackstone Gas Company,2019,March,,,
Massachusetts,Blackstone Gas Company,2019,April,,,
Massachusetts,Blackstone Gas Company,2019,May,,,
Massachusetts,Blackstone Gas Company,2019,June,,,
Massachusetts,Blackstone Gas Company,2019,July,,,
Massachusetts,Blackstone Gas Company,2019,August,,,
Massachusetts,Blackstone Gas Company,2019,September,,,
Massachusetts,Blackstone Gas Company,2019,October,,,
Massachusetts,Blackstone Gas Company,2019,November,,,
Massachusetts,Blackstone Gas Company,2019,December,,,
Massachusetts,Blackstone Gas Company,2020,January,,,
Massachusetts,Blackstone Gas Company,2020,February,,,
Massachusetts,Blackstone Gas Company,2020,March,,,
Massachusetts,Blackstone Gas Company,2020,April,,,
Massachusetts,Blackstone Gas Company,2020,May,,,
Massachusetts,Blackstone Gas Company,2020,June,,,
Massachusetts,Boston Gas Company,2019,March,289,711717,0.00040606
Massachusetts,Boston Gas Company,2019,April,333,712068,0.000467652
