State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Arizona,Ajo Improvement Company,2020,January,,,
Arizona,Ajo Improvement Company,2020,February,,,
Arizona,Ajo Improvement Company,2020,March,,,
Arizona,Ajo Improvement Company,2020,April,,,
Arizona,Ajo Improvement Company,2020,May,,,
Arizona,Ajo Improvement Company,2020,June,,,
Arizona,Ajo Improvement Company,2020,July,,,
Arizona,Ajo Improvement Company,2020,August,,,
Arizona,Ajo Improvement Company,2020,September,,,
Arizona,Ajo Improvement Company,2020,October,,,
Arizona,Ajo Improvement Company,2020,November,,,
Arizona,Ajo Improvement Company,2020,December,,,
Arizona,Ajo Improvement Company,2021,January,0,,
Arizona,Ajo Improvement Company,2021,February,5,,
Arizona,Ajo Improvement Company,2021,March,3,,
Arizona,Ajo Improvement Company,2021,April,3,,
Arizona,Ajo Improvement Company,2021,May,0,,
Arizona,Ajo Improvement Company,2021,June,0,,
Arizona,Ajo Improvement Company,2021,July,0,,
Arizona,Ajo Improvement Company,2021,August,0,,
Arizona,Ajo Improvement Company,2021,September,0,,
Arizona,Ajo Improvement Company,2021,October,5,,
Arizona,Ajo Improvement Company,2021,November,5,,
Arizona,Ajo Improvement Company,2021,December,4,,
Arizona,Arizona Public Service Company,2020,January,614,,
Arizona,Arizona Public Service Company,2020,February,,,
Arizona,Arizona Public Service Company,2020,March,0,,
Arizona,Arizona Public Service Company,2020,April,0,,
Arizona,Arizona Public Service Company,2020,May,0,,
Arizona,Arizona Public Service Company,2020,June,0,,
Arizona,Arizona Public Service Company,2020,July,0,,
Arizona,Arizona Public Service Company,2020,August,0,,
Arizona,Arizona Public Service Company,2020,September,0,,
Arizona,Arizona Public Service Company,2020,October,0,,
Arizona,Arizona Public Service Company,2020,November,0,,
Arizona,Arizona Public Service Company,2020,December,0,,
Arizona,Arizona Public Service Company,2021,January,0,,
Arizona,Arizona Public Service Company,2021,February,6278,,
Arizona,Arizona Public Service Company,2021,March,3929,,
Arizona,Arizona Public Service Company,2021,April,3460,,
Arizona,Arizona Public Service Company,2021,May,960,,
Arizona,Arizona Public Service Company,2021,June,0,,
Arizona,Arizona Public Service Company,2021,July,0,,
Arizona,Arizona Public Service Company,2021,August,0,,
Arizona,Arizona Public Service Company,2021,September,0,,
Arizona,Arizona Public Service Company,2021,October,0,,
Arizona,Arizona Public Service Company,2021,November,625,,
Arizona,Arizona Public Service Company,2021,December,4598,,
Arizona,The Morenci Water and Electric Co.,2020,January,,,
Arizona,The Morenci Water and Electric Co.,2020,February,,,
Arizona,The Morenci Water and Electric Co.,2020,March,,,
Arizona,The Morenci Water and Electric Co.,2020,April,,,
Arizona,The Morenci Water and Electric Co.,2020,May,,,
Arizona,The Morenci Water and Electric Co.,2020,June,,,
Arizona,The Morenci Water and Electric Co.,2020,July,,,
Arizona,The Morenci Water and Electric Co.,2020,August,,,
Arizona,The Morenci Water and Electric Co.,2020,September,,,
Arizona,The Morenci Water and Electric Co.,2020,October,,,
Arizona,The Morenci Water and Electric Co.,2020,November,,,
Arizona,The Morenci Water and Electric Co.,2020,December,,,
Arizona,The Morenci Water and Electric Co.,2021,January,2,,
Arizona,The Morenci Water and Electric Co.,2021,February,4,,
Arizona,The Morenci Water and Electric Co.,2021,March,2,,
Arizona,The Morenci Water and Electric Co.,2021,April,3,,
Arizona,The Morenci Water and Electric Co.,2021,May,0,,
Arizona,The Morenci Water and Electric Co.,2021,June,0,,
Arizona,The Morenci Water and Electric Co.,2021,July,0,,
Arizona,The Morenci Water and Electric Co.,2021,August,0,,
Arizona,The Morenci Water and Electric Co.,2021,September,0,,
Arizona,The Morenci Water and Electric Co.,2021,October,7,,
Arizona,The Morenci Water and Electric Co.,2021,November,4,,
Arizona,The Morenci Water and Electric Co.,2021,December,3,,
Arizona,Tuscon Electric Power,2020,January,,,
Arizona,Tuscon Electric Power,2020,February,,,
Arizona,Tuscon Electric Power,2020,March,0,,
Arizona,Tuscon Electric Power,2020,April,0,,
Arizona,Tuscon Electric Power,2020,May,0,,
Arizona,Tuscon Electric Power,2020,June,0,,
Arizona,Tuscon Electric Power,2020,July,0,,
Arizona,Tuscon Electric Power,2020,August,0,,
Arizona,Tuscon Electric Power,2020,September,0,,
Arizona,Tuscon Electric Power,2020,October,0,,
Arizona,Tuscon Electric Power,2020,November,0,,
Arizona,Tuscon Electric Power,2020,December,0,,
Arizona,Tuscon Electric Power,2021,January,0,,
Arizona,Tuscon Electric Power,2021,February,0,,
Arizona,Tuscon Electric Power,2021,March,2259,,
Arizona,Tuscon Electric Power,2021,April,3249,,
Arizona,Tuscon Electric Power,2021,May,1690,,
Arizona,Tuscon Electric Power,2021,June,0,,
Arizona,Tuscon Electric Power,2021,July,0,,
Arizona,Tuscon Electric Power,2021,August,0,,
Arizona,Tuscon Electric Power,2021,September,0,,
Arizona,Tuscon Electric Power,2021,October,0,,
Arizona,Tuscon Electric Power,2021,November,0,,
Arizona,Tuscon Electric Power,2021,December,1967,,
Arizona,UNS Electric,2020,January,,,
Arizona,UNS Electric,2020,February,,,
Arizona,UNS Electric,2020,March,0,,
Arizona,UNS Electric,2020,April,0,,
Arizona,UNS Electric,2020,May,0,,
Arizona,UNS Electric,2020,June,0,,
Arizona,UNS Electric,2020,July,0,,
Arizona,UNS Electric,2020,August,0,,
Arizona,UNS Electric,2020,September,0,,
Arizona,UNS Electric,2020,October,0,,
Arizona,UNS Electric,2020,November,0,,
Arizona,UNS Electric,2020,December,0,,
Arizona,UNS Electric,2021,January,0,,
Arizona,UNS Electric,2021,February,0,,
Arizona,UNS Electric,2021,March,381,,
Arizona,UNS Electric,2021,April,651,,
Arizona,UNS Electric,2021,May,379,,
Arizona,UNS Electric,2021,June,0,,
Arizona,UNS Electric,2021,July,0,,
Arizona,UNS Electric,2021,August,0,,
Arizona,UNS Electric,2021,September,0,,
Arizona,UNS Electric,2021,October,0,,
Arizona,UNS Electric,2021,November,0,,
Arizona,UNS Electric,2021,December,273,,
California,Pacific Gas and Electric Company,2018,August,26016,5529010,0.004705363
California,Pacific Gas and Electric Company,2018,September,21800,5528160,0.003943446
California,Pacific Gas and Electric Company,2018,October,20687,5532438,0.003739219
California,Pacific Gas and Electric Company,2018,November,10285,5526639,0.001860986
California,Pacific Gas and Electric Company,2018,December,18840,5518884,0.003413734
California,Pacific Gas and Electric Company,2019,January,0,5446798,0
California,Pacific Gas and Electric Company,2019,February,14221,5448583,0.002610036
California,Pacific Gas and Electric Company,2019,March,23381,5449450,0.004290525
California,Pacific Gas and Electric Company,2019,April,21400,5457803,0.003920992
California,Pacific Gas and Electric Company,2019,May,30563,5464521,0.005592988
California,Pacific Gas and Electric Company,2019,June,19852,5464048,0.003633204
California,Pacific Gas and Electric Company,2019,July,18290,5467488,0.003345229
California,Pacific Gas and Electric Company,2019,August,18711,5473455,0.003418499
California,Pacific Gas and Electric Company,2019,September,23997,5469623,0.004387322
California,Pacific Gas and Electric Company,2019,October,15632,5469697,0.002857928
California,Pacific Gas and Electric Company,2019,November,8573,5474574,0.001565967
California,Pacific Gas and Electric Company,2019,December,19157,5476829,0.003497827
California,Pacific Gas and Electric Company,2020,January,23006,5486580,0.00419314
California,Pacific Gas and Electric Company,2020,February,20693,5492230,0.003767686
California,Pacific Gas and Electric Company,2020,March,6955,5498078,0.001264988
California,Pacific Gas and Electric Company,2020,April,0,5497361,0
California,Pacific Gas and Electric Company,2020,May,0,5499656,0
California,Pacific Gas and Electric Company,2020,June,0,5501342,0
California,Pacific Gas and Electric Company,2020,July,0,5501259,0
California,Pacific Gas and Electric Company,2020,August,0,5495989,0
California,Pacific Gas and Electric Company,2020,September,0,5489278,0
California,Pacific Gas and Electric Company,2020,October,0,5493082,0
California,Pacific Gas and Electric Company,2020,November,0,5494096,0
California,Pacific Gas and Electric Company,2020,December,0,5499130,0
California,Pacific Gas and Electric Company,2021,January,0,5507488,0
California,Pacific Gas and Electric Company,2021,February,0,5512643,0
California,Pacific Gas and Electric Company,2021,March,0,5518595,0
California,Pacific Gas and Electric Company,2021,April,0,5524282,0
California,Pacific Gas and Electric Company,2021,May,0,5530161,0
California,Pacific Gas and Electric Company,2021,June,0,5527937,0
California,Pacific Gas and Electric Company,2021,July,0,5532588,0
California,Pacific Gas and Electric Company,2021,August,0,5533180,0
California,Pacific Gas and Electric Company,2021,September,0,5533500,0
California,Pacific Gas and Electric Company,2021,October,0,5534654,0
California,Pacific Gas and Electric Company,2021,November,0,5535966,0
California,Pacific Gas and Electric Company,2021,December,0,5537783,0
California,Pacific Gas and Electric Company,2022,January,0,5542988,0
California,Pacific Gas and Electric Company,2022,February,0,5544955,0
California,Pacific Gas and Electric Company,2022,March,0,5547795,0
California,Pacific Gas and Electric Company,2022,April,0,5550448,0
California,Pacific Gas and Electric Company,2022,May,0,5554327,0
California,San Diego Gas & Electric,2018,October,4311,1416375,0.003043685
California,San Diego Gas & Electric,2018,November,4343,1417069,0.003064777
California,San Diego Gas & Electric,2018,December,4384,1419675,0.003088031
California,San Diego Gas & Electric,2019,January,3682,1422432,0.002588524
California,San Diego Gas & Electric,2019,February,3711,1424646,0.002604858
California,San Diego Gas & Electric,2019,March,3693,1427073,0.002587814
California,San Diego Gas & Electric,2019,April,4085,1429319,0.002858004
California,San Diego Gas & Electric,2019,May,4081,1431911,0.002850037
California,San Diego Gas & Electric,2019,June,4074,1434419,0.002840174
California,San Diego Gas & Electric,2019,July,3730,1437382,0.002594996
California,San Diego Gas & Electric,2019,August,3727,1441344,0.002585781
California,San Diego Gas & Electric,2019,September,3724,1444591,0.002577892
California,San Diego Gas & Electric,2019,October,3180,1448590,0.002195238
California,San Diego Gas & Electric,2019,November,4107,1451197,0.002830078
California,San Diego Gas & Electric,2019,December,4232,1455514,0.002907564
California,San Diego Gas & Electric,2020,January,3766,1458645,0.002581848
California,San Diego Gas & Electric,2020,February,3704,1461394,0.002534566
California,San Diego Gas & Electric,2020,March,1676,1463826,0.001144945
California,San Diego Gas & Electric,2020,April,0,1466317,0
California,San Diego Gas & Electric,2020,May,0,1468599,0
California,San Diego Gas & Electric,2020,June,0,1470927,0
California,San Diego Gas & Electric,2020,July,0,1473495,0
California,San Diego Gas & Electric,2020,August,0,1475861,0
California,San Diego Gas & Electric,2020,September,0,1478561,0
California,San Diego Gas & Electric,2020,October,0,1481164,0
California,San Diego Gas & Electric,2020,November,0,1483278,0
California,San Diego Gas & Electric,2020,December,0,1487038,0
California,San Diego Gas & Electric,2021,January,0,1326214,0
California,San Diego Gas & Electric,2021,February,0,1326463,0
California,San Diego Gas & Electric,2021,March,0,1328500,0
California,San Diego Gas & Electric,2021,April,0,,
California,San Diego Gas & Electric,2021,May,0,1324001,0
California,San Diego Gas & Electric,2021,June,0,1325544,0
California,San Diego Gas & Electric,2021,July,0,1322432,0
California,San Diego Gas & Electric,2021,August,0,1323922,0
California,San Diego Gas & Electric,2021,September,0,1325146,0
California,San Diego Gas & Electric,2021,October,0,1325918,0
California,San Diego Gas & Electric,2021,November,0,1327020,0
California,San Diego Gas & Electric,2021,December,0,1331514,0
California,San Diego Gas & Electric,2022,January,0,1332007,0
California,San Diego Gas & Electric,2022,February,0,1332464,0
California,San Diego Gas & Electric,2022,March,0,1333191,0
California,San Diego Gas & Electric,2022,April,0,1333610,0
California,San Diego Gas & Electric,2022,May,0,1334319,0
California,Southern California Edison Company,2018,August,37034,4417509,0.008383458
California,Southern California Edison Company,2018,September,40455,4417963,0.009156935
California,Southern California Edison Company,2018,October,56244,4420615,0.012723117
California,Southern California Edison Company,2018,November,40143,4427589,0.00906656
California,Southern California Edison Company,2018,December,19484,4427132,0.004401043
California,Southern California Edison Company,2019,January,36260,4524684,0.008013819
California,Southern California Edison Company,2019,February,27569,4527496,0.006089238
California,Southern California Edison Company,2019,March,41514,4537339,0.009149416
California,Southern California Edison Company,2019,April,43278,4547338,0.009517216
California,Southern California Edison Company,2019,May,37562,4552833,0.008250248
California,Southern California Edison Company,2019,June,20948,4562299,0.004591545
California,Southern California Edison Company,2019,July,23973,4585925,0.005227517
California,Southern California Edison Company,2019,August,28695,4590229,0.006251322
California,Southern California Edison Company,2019,September,33407,4565449,0.007317353
California,Southern California Edison Company,2019,October,46788,4570780,0.010236327
California,Southern California Edison Company,2019,November,39346,4556410,0.008635307
California,Southern California Edison Company,2019,December,24063,4556265,0.005281299
California,Southern California Edison Company,2020,January,19812,4560574,0.00434419
California,Southern California Edison Company,2020,February,32819,4563008,0.007192405
California,Southern California Edison Company,2020,March,16315,4579502,0.003562614
California,Southern California Edison Company,2020,April,0,4558705,0
California,Southern California Edison Company,2020,May,0,4562360,0
California,Southern California Edison Company,2020,June,0,4581273,0
California,Southern California Edison Company,2020,July,0,4593440,0
California,Southern California Edison Company,2020,August,0,4596387,0
California,Southern California Edison Company,2020,September,0,4588019,0
California,Southern California Edison Company,2020,October,0,4580537,0
California,Southern California Edison Company,2020,November,0,4570002,0
California,Southern California Edison Company,2020,December,0,4580636,0
California,Southern California Edison Company,2021,January,0,4578893,0
California,Southern California Edison Company,2021,February,0,4577057,0
California,Southern California Edison Company,2021,March,0,4580418,0
California,Southern California Edison Company,2021,April,0,4456734,0
California,Southern California Edison Company,2021,May,0,4465054,0
California,Southern California Edison Company,2021,June,0,4463117,0
California,Southern California Edison Company,2021,July,0,4468023,0
California,Southern California Edison Company,2021,August,0,4469650,0
California,Southern California Edison Company,2021,September,0,4475058,0
California,Southern California Edison Company,2021,October,0,4482476,0
California,Southern California Edison Company,2021,November,0,4479396,0
California,Southern California Edison Company,2021,December,0,4491053,0
California,Southern California Edison Company,2022,January,0,4527295,0
California,Southern California Edison Company,2022,February,0,4531142,0
California,Southern California Edison Company,2022,March,0,4529894,0
California,Southern California Edison Company,2022,April,0,4530678,0
California,Southern California Edison Company,2022,May,0,4538203,0
California,Southern California Gas Company,2018,October,11646,5577220,0.002088137
California,Southern California Gas Company,2018,November,7787,5581041,0.001395259
California,Southern California Gas Company,2018,December,5310,5586354,0.000950531
California,Southern California Gas Company,2019,January,7556,5593419,0.001350873
California,Southern California Gas Company,2019,February,8106,5599420,0.00144765
California,Southern California Gas Company,2019,March,10199,5603307,0.001820175
California,Southern California Gas Company,2019,April,9760,5605112,0.001741268
California,Southern California Gas Company,2019,May,9322,5606077,0.001662838
California,Southern California Gas Company,2019,June,4507,5606238,0.000803926
California,Southern California Gas Company,2019,July,7692,5604623,0.001372438
California,Southern California Gas Company,2019,August,8604,5606533,0.001534638
California,Southern California Gas Company,2019,September,8204,5609237,0.001462588
California,Southern California Gas Company,2019,October,8738,5615272,0.001556113
California,Southern California Gas Company,2019,November,5390,5617274,0.00095954
California,Southern California Gas Company,2019,December,3932,5622767,0.0006993
California,Southern California Gas Company,2020,January,5781,5628216,0.001027146
California,Southern California Gas Company,2020,February,7018,5631405,0.001246225
California,Southern California Gas Company,2020,March,3469,5634865,0.000615631
California,Southern California Gas Company,2020,April,0,5637676,0
California,Southern California Gas Company,2020,May,0,5640114,0
California,Southern California Gas Company,2020,June,0,5642221,0
California,Southern California Gas Company,2020,July,0,5643229,0
California,Southern California Gas Company,2020,August,0,5644703,0
California,Southern California Gas Company,2020,September,0,5645997,0
California,Southern California Gas Company,2020,October,0,5647633,0
California,Southern California Gas Company,2020,November,0,5649951,0
California,Southern California Gas Company,2020,December,0,5655004,0
California,Southern California Gas Company,2021,January,0,5655196,0
California,Southern California Gas Company,2021,February,0,5658064,0
California,Southern California Gas Company,2021,March,0,5660886,0
California,Southern California Gas Company,2021,April,0,5662760,0
California,Southern California Gas Company,2021,May,0,5665165,0
California,Southern California Gas Company,2021,June,0,5666942,0
California,Southern California Gas Company,2021,July,0,5670862,0
California,Southern California Gas Company,2021,August,0,5673589,0
California,Southern California Gas Company,2021,September,0,5676195,0
California,Southern California Gas Company,2021,October,0,5681875,0
California,Southern California Gas Company,2021,November,0,5682804,0
California,Southern California Gas Company,2021,December,0,5686018,0
California,Southern California Gas Company,2022,January,0,5691100,0
California,Southern California Gas Company,2022,February,0,5696812,0
California,Southern California Gas Company,2022,March,0,5700789,0
California,Southern California Gas Company,2022,April,0,5703333,0
California,Southern California Gas Company,2022,May,0,5706427,0
Colorado,Atmos Energy,2020,January,262,,
Colorado,Atmos Energy,2020,February,206,,
Colorado,Atmos Energy,2020,March,169,,
Colorado,Atmos Energy,2020,April,0,,
Colorado,Atmos Energy,2020,May,0,,
Colorado,Atmos Energy,2020,June,0,,
Colorado,Atmos Energy,2020,July,0,,
Colorado,Atmos Energy,2020,August,0,,
Colorado,Atmos Energy,2020,September,0,,
Colorado,Atmos Energy,2020,October,0,,
Colorado,Atmos Energy,2020,November,0,,
Colorado,Atmos Energy,2020,December,0,,
Colorado,Atmos Energy,2021,January,0,,
Colorado,Atmos Energy,2021,February,0,,
Colorado,Atmos Energy,2021,March,0,,
Colorado,Atmos Energy,2021,April,0,,
Colorado,Atmos Energy,2021,May,0,,
Colorado,Atmos Energy,2021,June,150,,
Colorado,Atmos Energy,2021,July,51,,
Colorado,Atmos Energy,2021,August,76,,
Colorado,Atmos Energy,2021,September,28,,
Colorado,Atmos Energy,2021,October,42,,
Colorado,Atmos Energy,2021,November,39,,
Colorado,Atmos Energy,2021,December,35,,
Colorado,"Black Hills Colorado Electric, LLC",2020,January,569,,
Colorado,"Black Hills Colorado Electric, LLC",2020,February,379,,
Colorado,"Black Hills Colorado Electric, LLC",2020,March,237,,
Colorado,"Black Hills Colorado Electric, LLC",2020,April,0,,
Colorado,"Black Hills Colorado Electric, LLC",2020,May,0,,
Colorado,"Black Hills Colorado Electric, LLC",2020,June,0,,
Colorado,"Black Hills Colorado Electric, LLC",2020,July,0,,
Colorado,"Black Hills Colorado Electric, LLC",2020,August,0,,
Colorado,"Black Hills Colorado Electric, LLC",2020,September,145,,
Colorado,"Black Hills Colorado Electric, LLC",2020,October,1019,,
Colorado,"Black Hills Colorado Electric, LLC",2020,November,467,,
Colorado,"Black Hills Colorado Electric, LLC",2020,December,230,,
Colorado,"Black Hills Colorado Electric, LLC",2021,January,441,,
Colorado,"Black Hills Colorado Electric, LLC",2021,February,177,,
Colorado,"Black Hills Colorado Electric, LLC",2021,March,284,,
Colorado,"Black Hills Colorado Electric, LLC",2021,April,177,,
Colorado,"Black Hills Colorado Electric, LLC",2021,May,199,,
Colorado,"Black Hills Colorado Electric, LLC",2021,June,180,,
Colorado,"Black Hills Colorado Electric, LLC",2021,July,175,,
Colorado,"Black Hills Colorado Electric, LLC",2021,August,218,,
Colorado,"Black Hills Colorado Electric, LLC",2021,September,253,,
Colorado,"Black Hills Colorado Electric, LLC",2021,October,272,,
Colorado,"Black Hills Colorado Electric, LLC",2021,November,428,,
Colorado,"Black Hills Colorado Electric, LLC",2021,December,,,
Colorado,"Black Hills Colorado Gas, Inc",2020,January,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,February,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,March,13,,
Colorado,"Black Hills Colorado Gas, Inc",2020,April,1,,
Colorado,"Black Hills Colorado Gas, Inc",2020,May,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,June,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,July,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,August,0,,
Colorado,"Black Hills Colorado Gas, Inc",2020,September,37,,
Colorado,"Black Hills Colorado Gas, Inc",2020,October,157,,
Colorado,"Black Hills Colorado Gas, Inc",2020,November,22,,
Colorado,"Black Hills Colorado Gas, Inc",2020,December,0,,
Colorado,"Black Hills Colorado Gas, Inc",2021,January,0,,
Colorado,"Black Hills Colorado Gas, Inc",2021,February,1,,
Colorado,"Black Hills Colorado Gas, Inc",2021,March,2,,
Colorado,"Black Hills Colorado Gas, Inc",2021,April,104,,
Colorado,"Black Hills Colorado Gas, Inc",2021,May,152,,
Colorado,"Black Hills Colorado Gas, Inc",2021,June,132,,
Colorado,"Black Hills Colorado Gas, Inc",2021,July,97,,
Colorado,"Black Hills Colorado Gas, Inc",2021,August,71,,
Colorado,"Black Hills Colorado Gas, Inc",2021,September,69,,
Colorado,"Black Hills Colorado Gas, Inc",2021,October,31,,
Colorado,"Black Hills Colorado Gas, Inc",2021,November,4,,
Colorado,"Black Hills Colorado Gas, Inc",2021,December,,,
Colorado,Public Service Company of Colorado,2020,January,1261,,
Colorado,Public Service Company of Colorado,2020,February,157,,
Colorado,Public Service Company of Colorado,2020,March,436,,
Colorado,Public Service Company of Colorado,2020,April,0,,
Colorado,Public Service Company of Colorado,2020,May,1,,
Colorado,Public Service Company of Colorado,2020,June,0,,
Colorado,Public Service Company of Colorado,2020,July,2,,
Colorado,Public Service Company of Colorado,2020,August,1,,
Colorado,Public Service Company of Colorado,2020,September,213,,
Colorado,Public Service Company of Colorado,2020,October,261,,
Colorado,Public Service Company of Colorado,2020,November,267,,
Colorado,Public Service Company of Colorado,2020,December,222,,
Colorado,Public Service Company of Colorado,2021,January,241,,
Colorado,Public Service Company of Colorado,2021,February,562,,
Colorado,Public Service Company of Colorado,2021,March,707,,
Colorado,Public Service Company of Colorado,2021,April,929,,
Colorado,Public Service Company of Colorado,2021,May,542,,
Colorado,Public Service Company of Colorado,2021,June,751,,
Colorado,Public Service Company of Colorado,2021,July,763,,
Colorado,Public Service Company of Colorado,2021,August,601,,
Colorado,Public Service Company of Colorado,2021,September,658,,
Colorado,Public Service Company of Colorado,2021,October,659,,
Colorado,Public Service Company of Colorado,2021,November,628,,
Colorado,Public Service Company of Colorado,2021,December,379,,
Connecticut,Connecticut Natural Gas Corporation,2020,January,579,,
Connecticut,Connecticut Natural Gas Corporation,2020,February,1381,,
Connecticut,Connecticut Natural Gas Corporation,2020,March,742,,
Connecticut,Connecticut Natural Gas Corporation,2020,April,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,May,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,June,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,July,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,August,1,,
Connecticut,Connecticut Natural Gas Corporation,2020,September,,,
Connecticut,Connecticut Natural Gas Corporation,2020,October,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,November,0,,
Connecticut,Connecticut Natural Gas Corporation,2020,December,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,January,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,February,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,March,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,April,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,May,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,June,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,July,0,,
Connecticut,Connecticut Natural Gas Corporation,2021,August,2,,
Connecticut,Connecticut Natural Gas Corporation,2021,September,2,,
Connecticut,Connecticut Natural Gas Corporation,2021,October,37,,
Connecticut,Connecticut Natural Gas Corporation,2021,November,447,,
Connecticut,Connecticut Natural Gas Corporation,2021,December,1055,,
Connecticut,Eversource Energy,2020,January,,,
Connecticut,Eversource Energy,2020,February,,,
Connecticut,Eversource Energy,2020,March,3508,,
Connecticut,Eversource Energy,2020,April,0,,
Connecticut,Eversource Energy,2020,May,0,,
Connecticut,Eversource Energy,2020,June,0,,
Connecticut,Eversource Energy,2020,July,0,,
Connecticut,Eversource Energy,2020,August,0,,
Connecticut,Eversource Energy,2020,September,0,,
Connecticut,Eversource Energy,2020,October,0,,
Connecticut,Eversource Energy,2020,November,0,,
Connecticut,Eversource Energy,2020,December,0,,
Connecticut,Eversource Energy,2021,January,0,,
Connecticut,Eversource Energy,2021,February,0,,
Connecticut,Eversource Energy,2021,March,0,,
Connecticut,Eversource Energy,2021,April,0,,
Connecticut,Eversource Energy,2021,May,0,,
Connecticut,Eversource Energy,2021,June,0,,
Connecticut,Eversource Energy,2021,July,0,,
Connecticut,Eversource Energy,2021,August,0,,
Connecticut,Eversource Energy,2021,September,0,,
Connecticut,Eversource Energy,2021,October,51,,
Connecticut,Eversource Energy,2021,November,1735,,
Connecticut,Eversource Energy,2021,December,1515,,
Connecticut,The Southern Connecticut Gas Company,2020,January,1405,,
Connecticut,The Southern Connecticut Gas Company,2020,February,1991,,
Connecticut,The Southern Connecticut Gas Company,2020,March,1195,,
Connecticut,The Southern Connecticut Gas Company,2020,April,0,,
Connecticut,The Southern Connecticut Gas Company,2020,May,0,,
Connecticut,The Southern Connecticut Gas Company,2020,June,0,,
Connecticut,The Southern Connecticut Gas Company,2020,July,0,,
Connecticut,The Southern Connecticut Gas Company,2020,August,0,,
Connecticut,The Southern Connecticut Gas Company,2020,September,,,
Connecticut,The Southern Connecticut Gas Company,2020,October,0,,
Connecticut,The Southern Connecticut Gas Company,2020,November,0,,
Connecticut,The Southern Connecticut Gas Company,2020,December,0,,
Connecticut,The Southern Connecticut Gas Company,2021,January,0,,
Connecticut,The Southern Connecticut Gas Company,2021,February,0,,
Connecticut,The Southern Connecticut Gas Company,2021,March,0,,
Connecticut,The Southern Connecticut Gas Company,2021,April,0,,
Connecticut,The Southern Connecticut Gas Company,2021,May,0,,
Connecticut,The Southern Connecticut Gas Company,2021,June,0,,
Connecticut,The Southern Connecticut Gas Company,2021,July,0,,
Connecticut,The Southern Connecticut Gas Company,2021,August,0,,
Connecticut,The Southern Connecticut Gas Company,2021,September,0,,
Connecticut,The Southern Connecticut Gas Company,2021,October,45,,
Connecticut,The Southern Connecticut Gas Company,2021,November,443,,
Connecticut,The Southern Connecticut Gas Company,2021,December,964,,
Connecticut,The United Illuminating Company,2020,January,5359,,
Connecticut,The United Illuminating Company,2020,February,5502,,
Connecticut,The United Illuminating Company,2020,March,3486,,
Connecticut,The United Illuminating Company,2020,April,7,,
Connecticut,The United Illuminating Company,2020,May,0,,
Connecticut,The United Illuminating Company,2020,June,0,,
Connecticut,The United Illuminating Company,2020,July,0,,
Connecticut,The United Illuminating Company,2020,August,0,,
Connecticut,The United Illuminating Company,2020,September,0,,
Connecticut,The United Illuminating Company,2020,October,0,,
Connecticut,The United Illuminating Company,2020,November,0,,
Connecticut,The United Illuminating Company,2020,December,0,,
Connecticut,The United Illuminating Company,2021,January,0,,
Connecticut,The United Illuminating Company,2021,February,0,,
Connecticut,The United Illuminating Company,2021,March,0,,
Connecticut,The United Illuminating Company,2021,April,0,,
Connecticut,The United Illuminating Company,2021,May,0,,
Connecticut,The United Illuminating Company,2021,June,0,,
Connecticut,The United Illuminating Company,2021,July,0,,
Connecticut,The United Illuminating Company,2021,August,0,,
Connecticut,The United Illuminating Company,2021,September,0,,
Connecticut,The United Illuminating Company,2021,October,102,,
Connecticut,The United Illuminating Company,2021,November,1387,,
Connecticut,The United Illuminating Company,2021,December,4138,,
Connecticut,Yankee Gas Services,2020,January,,,
Connecticut,Yankee Gas Services,2020,February,,,
Connecticut,Yankee Gas Services,2020,March,234,,
Connecticut,Yankee Gas Services,2020,April,0,,
Connecticut,Yankee Gas Services,2020,May,0,,
Connecticut,Yankee Gas Services,2020,June,0,,
Connecticut,Yankee Gas Services,2020,July,0,,
Connecticut,Yankee Gas Services,2020,August,0,,
Connecticut,Yankee Gas Services,2020,September,0,,
Connecticut,Yankee Gas Services,2020,October,0,,
Connecticut,Yankee Gas Services,2020,November,0,,
Connecticut,Yankee Gas Services,2020,December,0,,
Connecticut,Yankee Gas Services,2021,January,0,,
Connecticut,Yankee Gas Services,2021,February,0,,
Connecticut,Yankee Gas Services,2021,March,0,,
Connecticut,Yankee Gas Services,2021,April,0,,
Connecticut,Yankee Gas Services,2021,May,0,,
Connecticut,Yankee Gas Services,2021,June,0,,
Connecticut,Yankee Gas Services,2021,July,0,,
Connecticut,Yankee Gas Services,2021,August,0,,
Connecticut,Yankee Gas Services,2021,September,0,,
